event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"41","Y","Farm Fun Exploration ","2017-06-17 14:00:00","2017-06-17 15:30:00","Tour/Field Trip","","Where does food come from? We will be exploring the fresh fruits and vegetables growing at Plum Street farm through movement and art. Surprising smells, brassica land dance parties, and flower field art activities are just the beginning of our journey through plants and food together. Participants will get to frolic in fresh air, learn about where food comes from through smells and tastes, and build their relationships with nature, earth, food, and each other.","","","","","0","6","N","Shuttle Stop: Anthony Wayne & Kirby","","Kids & Caregivers Transform the World!","","Kids only","","","","","","","","e4cf4251a4885cec1025712dc6f13068","611329","Sonali Devarajan","","","","",""
"260","Y","Good Food Good Jobs Network Gathering","2017-06-15 10:00:00","2017-06-15 17:00:00","","","Our network gathering will serve as a collaborative learning circle where we will collectively build intelligence and real-time, evidence-based perspectives on the future of work in our city. We aim to involve FoodLab member businesses who have a level of understanding of the troubling trend of rising wealth and income inequality in the United States and want to address this issue by focusing on the creation of higher quality jobs. At our network gathering you will hear from FoodLab member businesses who are providing quality jobs and you will learn how to begin undertaking practical efforts to foster the creation of quality jobs in your business, as well as how to measure results. Working together, we can create jobs that are good for workers, good for businesses, and good for communities, ultimately bringing us closer to a city that provides good food and good jobs for all. This network gathering is invite only.<br /> <br /> Coordinators of this network gathering are Devita Davison, Angela Dagle, Ajara Alghali, and Jessica Webb.","","","","","0","6","N","Cass Commons: Macalister Hall","","","","","","","","","","","","e4d8a2cfc895a7ea69c8685378348e54","611320","","","","","",""
"61","Y","The Black Joy Mixtape Podcast","2017-06-16 20:00:00","2017-06-16 22:00:00","Mealtime Meetup","","The revolution will be Black joy. Every week Amber J. Phillips The High Priestess of Black Joy and Jaz Da King of South Walker bring people together to discuss how we overcome f*ckboys, becky, hoteps, and dry skin to discuss our current political climate, pop culture and the excellence of Black women and femmes. This session will allow us to bring together the Petty Black Feminists attending AMC to talk about how they are managing to do the same.","","","","","0","16","N","State Hall: Room 131","","Disrupting Mainstream History","","Beginner","","","","","","","","e51966cbe28914e84dce03f2233e75dd","611327","Amber J. Phillips, Jazmine Walker","","","","",""
"197","Y","Tendings: Sustainable Artful Lives","2017-06-18 13:00:00","2017-06-18 14:30:00","Hands-on Session","","Disability culture poets and performance artists Stephanie Heit and Petra Kuppers will lead short meditation exercises combining experiential anatomy and writing, followed by an open salon. Participants will come away from this session with practical exercises for sustainable, responsible, artful living.","","","","","0","6","N","Student Center: Dance 025","","Poetry and Publishing","","Everyone","","","","","","","","e5701daae69dbad00341c64f2ed72ac6","611350","Petra Kuppers, Stephanie Heit","","","","",""
"204","Y","Knowing Our Bones: Somatic Practices for the Long Haul","2017-06-16 14:00:00","2017-06-16 15:30:00","Hands-on Session","","In order to enact movement and change with our muscles we must have the underlying support and foundation of our skeleton. Participants will learn about how weight and forces travel through our bones. We will explore how our embodiment informs our approaches to our social justice work and relationships. Participants will come away with tools for listening to bodily feedback in stressful situations and using that feedback to make embodied choices.","","","","","0","17","N","McGregor: Room J","","Healing Justice","","Everyone","","","","","","","","e5fd7e40410d603d9f40c303310a72c5","611330","Nicole Bindler","","","","",""
"106","Y","Black Trans Futures","2017-06-17 11:00:00","2017-06-17 12:30:00","Strategy Session","","How are black trans communities using media to build resistance? Join Black Trans Media as we explore the powerful intersections of storytelling, organizing, and self-care. Participants will witness black trans media of various mediums and engage with our brand new toolkit 'A Reminder to Get Ready'. Participants will leave having built a relationship to the power of black trans media, and our communities, as well as the need to integrate and decolonize self-care practices.","","","","","0","10","N","State Hall: Room 114","","Art as Resistance","","Intermediate","","","","","","","","e9feb9bc06c05ea440af18062922be3c","611340","Amari Xola Rasin, Sasha Alexander. Olympia Perez","","","","",""
"150","Y","Police Brutality Across Borders: FTP and the Missing 43","2017-06-17 16:00:00","2017-06-17 17:30:00","Film Screening-Performance","","What is the experience of police violence across borders? Join us as we screen Until We Find You, a documentary on the disappearance of the 43 Ayotzinapa students by the Mexican police and the Forced Trajectory Project, a documentary project showcasing the narratives of families affected by U.S. police violence. We will partake in a panel featuring the filmmakers Emily Pederson and Vanissa W. Chan. The panel will juxtapose the projects and provide analysis for state violence domestically and abroad.","","","","","0","8","N","State Hall: Room 129","","General","","Everyone","","","","","","","","ea059aaad7d671d78914caf91461cf00","611337","Emily Pederson, Vanissa W. Chan","","","","",""
"36","Y","Acupuncture and Reiki Healing Circle","2017-06-17 16:00:00","2017-06-17 17:30:00","Hands-on Session","","Community-held healing is a strong and unique experience, one where we have the pleasure of being present during the care and exchange of energy for everyone in the room. Care will be offered in a safer, trauma-informed, consent-based space. NADA-trained ear acupuncture practitioners will place needles along the ear while Reiki practitioners follow with gentle placement of hands on the head and shoulders. This session allows 30+ people to be treated at once in a seated position in a circle.","","","","","0","12","N","McGregor: Room J","","Healing Justice","","Everyone","","","","","","","","ea863bcd1d80bcb541c768fa943812b5","611330","Violetta Donawa Rhiannon Chester Sarah Sidelko","","","","",""
"166","Y","Transp0se: Music and Mindfulness","2017-06-17 11:00:00","2017-06-17 12:30:00","Hands-on Session","","This is a Nada Yoga session meant to introduce people to the ability to attain mindfulness through internal/external soundwork. Our moving meditation workshop will help participants find ways to harness the power of sound as a clarifying and unifying tool in the classroom, workplace, and everyday life. Dress comfortably!","","","","","0","5","N","McGregor: Room L/M","","Sound Revolution and ARTivism","","Everyone","","","","","","","","eb405cfb5f2ed157616fa714d2fb3b91","611338","Hugo Genes, Zach Gould, Clifford Cartel Kerim the DJ","","","","",""
"69","Y","Design Justice Network Planning Session","2017-06-17 16:00:00","2017-06-17 17:30:00","Strategy Session","","The Design Justice Network works to cultivate just design practices, so that those who are most affected by design decisions have power and agency in design processes. Now that we have formalized as a network, we will use this session to reconnect with each other and set priorities for how we will work together to implement our shared principles. By the end of the session, we will have clear next steps for our committees and members. New and potential members are welcome to join us!","","","","","0","6","N","State Hall: Room 129","","Design Justice","","Everyone","","","","","","","","ec3788371adb19c05eb3fbc8a54c3e9c","611337","Sasha Costanza-Chock, Wesley Taylor, Victoria Barnett, Taylor Stewart, Carlos Garcia","","","","",""
